Model Producer Name, Model Producer Ver., Model Domain, Model Filename, Model Name
keras2onnx,1.6.5,onnx,models/imagenet_densenet169.onnx,densenet169
,,,,
op_type,operations_flops,operations_multiply_adds,operations_additions,operations_comparisons,operations_divisions,operations_exponentials,memory_activations,memory_parameters,memory_other_memory
Conv,62668800.0,31334400.0,0,0,0,0,115200,557056.0,0
BatchNormalization,0,0,28800,0,28800,0,115200,1024,0
Relu,0,0,0,28800,0,0,115200,0,0
Conv,16588800.0,8294400.0,0,0,0,0,28800,147456.0,0
Concat,0,0,0,0,0,0,1008000,0,0
BatchNormalization,0,0,252000,0,252000,0,1008000,8960,0
Relu,0,0,0,252000,0,0,1008000,0,0
Conv,64512000.0,32256000.0,0,0,0,0,115200,573440.0,0
BatchNormalization,0,0,28800,0,28800,0,115200,1024,0
Relu,0,0,0,28800,0,0,115200,0,0
Conv,16588800.0,8294400.0,0,0,0,0,28800,147456.0,0
Concat,0,0,0,0,0,0,1036800,0,0
BatchNormalization,0,0,259200,0,259200,0,1036800,9216,0
Relu,0,0,0,259200,0,0,1036800,0,0
Conv,66355200.0,33177600.0,0,0,0,0,115200,589824.0,0
BatchNormalization,0,0,28800,0,28800,0,115200,1024,0
Relu,0,0,0,28800,0,0,115200,0,0
Conv,16588800.0,8294400.0,0,0,0,0,28800,147456.0,0
Concat,0,0,0,0,0,0,1065600,0,0
BatchNormalization,0,0,266400,0,266400,0,1065600,9472,0
Relu,0,0,0,266400,0,0,1065600,0,0
Conv,68198400.0,34099200.0,0,0,0,0,115200,606208.0,0
BatchNormalization,0,0,28800,0,28800,0,115200,1024,0
Relu,0,0,0,28800,0,0,115200,0,0
Conv,16588800.0,8294400.0,0,0,0,0,28800,147456.0,0
Concat,0,0,0,0,0,0,1094400,0,0
BatchNormalization,0,0,273600,0,273600,0,1094400,9728,0
Relu,0,0,0,273600,0,0,1094400,0,0
Conv,70041600.0,35020800.0,0,0,0,0,115200,622592.0,0
BatchNormalization,0,0,28800,0,28800,0,115200,1024,0
Relu,0,0,0,28800,0,0,115200,0,0
Conv,16588800.0,8294400.0,0,0,0,0,28800,147456.0,0
Concat,0,0,0,0,0,0,1123200,0,0
BatchNormalization,0,0,280800,0,280800,0,1123200,9984,0
Relu,0,0,0,280800,0,0,1123200,0,0
Conv,71884800.0,35942400.0,0,0,0,0,115200,638976.0,0
BatchNormalization,0,0,28800,0,28800,0,115200,1024,0
Relu,0,0,0,28800,0,0,115200,0,0
Conv,16588800.0,8294400.0,0,0,0,0,28800,147456.0,0
Concat,0,0,0,0,0,0,1152000,0,0
BatchNormalization,0,0,288000,0,288000,0,1152000,10240,0
Relu,0,0,0,288000,0,0,1152000,0,0
Conv,368640000.0,184320000.0,0,0,0,0,576000,3276800.0,0
AveragePool,0,0,163840,0,0,0,163840,0,0
Identity,0,0,0,0,0,0,163840,0,0
BatchNormalization,0,0,40960,0,40960,0,163840,5120,0
Relu,0,0,0,40960,0,0,163840,0,0
Conv,10485760.0,5242880.0,0,0,0,0,32768,327680.0,0
BatchNormalization,0,0,8192,0,8192,0,32768,1024,0
Relu,0,0,0,8192,0,0,32768,0,0
Conv,4718592.0,2359296.0,0,0,0,0,8192,147456.0,0
Concat,0,0,0,0,0,0,172032,0,0
BatchNormalization,0,0,43008,0,43008,0,172032,5376,0
Relu,0,0,0,43008,0,0,172032,0,0
Conv,11010048.0,5505024.0,0,0,0,0,32768,344064.0,0
BatchNormalization,0,0,8192,0,8192,0,32768,1024,0
Relu,0,0,0,8192,0,0,32768,0,0
Conv,4718592.0,2359296.0,0,0,0,0,8192,147456.0,0
Concat,0,0,0,0,0,0,180224,0,0
BatchNormalization,0,0,45056,0,45056,0,180224,5632,0
Relu,0,0,0,45056,0,0,180224,0,0
Conv,11534336.0,5767168.0,0,0,0,0,32768,360448.0,0
BatchNormalization,0,0,8192,0,8192,0,32768,1024,0
Relu,0,0,0,8192,0,0,32768,0,0
Conv,4718592.0,2359296.0,0,0,0,0,8192,147456.0,0
Concat,0,0,0,0,0,0,188416,0,0
BatchNormalization,0,0,47104,0,47104,0,188416,5888,0
Relu,0,0,0,47104,0,0,188416,0,0
Conv,12058624.0,6029312.0,0,0,0,0,32768,376832.0,0
BatchNormalization,0,0,8192,0,8192,0,32768,1024,0
Relu,0,0,0,8192,0,0,32768,0,0
Conv,4718592.0,2359296.0,0,0,0,0,8192,147456.0,0
Concat,0,0,0,0,0,0,196608,0,0
BatchNormalization,0,0,49152,0,49152,0,196608,6144,0
Relu,0,0,0,49152,0,0,196608,0,0
Conv,12582912.0,6291456.0,0,0,0,0,32768,393216.0,0
BatchNormalization,0,0,8192,0,8192,0,32768,1024,0
Relu,0,0,0,8192,0,0,32768,0,0
Conv,4718592.0,2359296.0,0,0,0,0,8192,147456.0,0
Concat,0,0,0,0,0,0,204800,0,0
BatchNormalization,0,0,51200,0,51200,0,204800,6400,0
Relu,0,0,0,51200,0,0,204800,0,0
Conv,13107200.0,6553600.0,0,0,0,0,32768,409600.0,0
BatchNormalization,0,0,8192,0,8192,0,32768,1024,0
Relu,0,0,0,8192,0,0,32768,0,0
Conv,4718592.0,2359296.0,0,0,0,0,8192,147456.0,0
Concat,0,0,0,0,0,0,212992,0,0
BatchNormalization,0,0,53248,0,53248,0,212992,6656,0
Relu,0,0,0,53248,0,0,212992,0,0
Conv,13631488.0,6815744.0,0,0,0,0,32768,425984.0,0
BatchNormalization,0,0,8192,0,8192,0,32768,1024,0
Relu,0,0,0,8192,0,0,32768,0,0
Conv,4718592.0,2359296.0,0,0,0,0,8192,147456.0,0
Concat,0,0,0,0,0,0,221184,0,0
BatchNormalization,0,0,55296,0,55296,0,221184,6912,0
Relu,0,0,0,55296,0,0,221184,0,0
Conv,14155776.0,7077888.0,0,0,0,0,32768,442368.0,0
BatchNormalization,0,0,8192,0,8192,0,32768,1024,0
Relu,0,0,0,8192,0,0,32768,0,0
Conv,4718592.0,2359296.0,0,0,0,0,8192,147456.0,0
Concat,0,0,0,0,0,0,229376,0,0
BatchNormalization,0,0,57344,0,57344,0,229376,7168,0
Relu,0,0,0,57344,0,0,229376,0,0
Conv,14680064.0,7340032.0,0,0,0,0,32768,458752.0,0
BatchNormalization,0,0,8192,0,8192,0,32768,1024,0
Relu,0,0,0,8192,0,0,32768,0,0
Conv,4718592.0,2359296.0,0,0,0,0,8192,147456.0,0
Concat,0,0,0,0,0,0,237568,0,0
BatchNormalization,0,0,59392,0,59392,0,237568,7424,0
Relu,0,0,0,59392,0,0,237568,0,0
Conv,15204352.0,7602176.0,0,0,0,0,32768,475136.0,0
BatchNormalization,0,0,8192,0,8192,0,32768,1024,0
Relu,0,0,0,8192,0,0,32768,0,0
Conv,4718592.0,2359296.0,0,0,0,0,8192,147456.0,0
Concat,0,0,0,0,0,0,245760,0,0
BatchNormalization,0,0,61440,0,61440,0,245760,7680,0
Relu,0,0,0,61440,0,0,245760,0,0
Conv,15728640.0,7864320.0,0,0,0,0,32768,491520.0,0
BatchNormalization,0,0,8192,0,8192,0,32768,1024,0
Relu,0,0,0,8192,0,0,32768,0,0
Conv,4718592.0,2359296.0,0,0,0,0,8192,147456.0,0
Concat,0,0,0,0,0,0,253952,0,0
BatchNormalization,0,0,63488,0,63488,0,253952,7936,0
Relu,0,0,0,63488,0,0,253952,0,0
Conv,16252928.0,8126464.0,0,0,0,0,32768,507904.0,0
BatchNormalization,0,0,8192,0,8192,0,32768,1024,0
Relu,0,0,0,8192,0,0,32768,0,0
Conv,4718592.0,2359296.0,0,0,0,0,8192,147456.0,0
Concat,0,0,0,0,0,0,262144,0,0
BatchNormalization,0,0,65536,0,65536,0,262144,8192,0
Relu,0,0,0,65536,0,0,262144,0,0
Conv,16777216.0,8388608.0,0,0,0,0,32768,524288.0,0
BatchNormalization,0,0,8192,0,8192,0,32768,1024,0
Relu,0,0,0,8192,0,0,32768,0,0
Conv,4718592.0,2359296.0,0,0,0,0,8192,147456.0,0
Concat,0,0,0,0,0,0,270336,0,0
BatchNormalization,0,0,67584,0,67584,0,270336,8448,0
Relu,0,0,0,67584,0,0,270336,0,0
Conv,17301504.0,8650752.0,0,0,0,0,32768,540672.0,0
BatchNormalization,0,0,8192,0,8192,0,32768,1024,0
Relu,0,0,0,8192,0,0,32768,0,0
Conv,4718592.0,2359296.0,0,0,0,0,8192,147456.0,0
Concat,0,0,0,0,0,0,278528,0,0
BatchNormalization,0,0,69632,0,69632,0,278528,8704,0
Relu,0,0,0,69632,0,0,278528,0,0
Conv,17825792.0,8912896.0,0,0,0,0,32768,557056.0,0
BatchNormalization,0,0,8192,0,8192,0,32768,1024,0
Relu,0,0,0,8192,0,0,32768,0,0
Conv,4718592.0,2359296.0,0,0,0,0,8192,147456.0,0
Concat,0,0,0,0,0,0,286720,0,0
BatchNormalization,0,0,71680,0,71680,0,286720,8960,0
Relu,0,0,0,71680,0,0,286720,0,0
